Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,2704262,2021-09-29,0.12869999999999998,104871280,FBMS
Blackrock Inc.,1583533,2021-09-29,0.0753,61409409,FBMS
EJF Capital LLC,1302397,2021-09-29,0.062,50506955,FBMS
"Vanguard Group, Inc. (The)",1066928,2021-09-29,0.0508,41375467,FBMS
"William Blair Investment Management, LLC",763006,2021-09-29,0.0363,29589372,FBMS
Royce & Associates LP,652051,2021-09-29,0.031,25286537,FBMS
Manufacturers Life Insurance Co.,544450,2021-09-29,0.0259,21113771,FBMS
Dimensional Fund Advisors LP,497379,2021-09-29,0.023700000000000002,19288357,FBMS
"Stieven Capital Advisors, L.P.",494298,2021-09-29,0.0235,19168876,FBMS
State Street Corporation,415474,2021-09-29,0.019799999999999998,16112081,FBMS
