Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1006622,2021-09-29,0.0281,3130594,SLGG
State Street Corporation,808024,2021-09-29,0.0226,2512954,SLGG
Marshall Wace LLP,679443,2021-09-29,0.019,2113067,SLGG
Rafferty Asset Management,616758,2021-09-29,0.0172,1918117,SLGG
Blackrock Inc.,325254,2021-09-29,0.0091,1011539,SLGG
SECURITY BENEFIT LIFE INSURANCE CO,308388,2021-09-29,0.0086,959086,SLGG
Jacob Asset Management of New York LLC,210000,2021-09-29,0.0059,653100,SLGG
"Geode Capital Management, LLC",194058,2021-09-29,0.0054,603520,SLGG
Gsa Capital Partners Llp,174324,2021-09-29,0.0049,542147,SLGG
"Susquehanna International Group, LLP",166469,2021-09-29,0.004699999999999999,517718,SLGG
