Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",28944567,2021-09-29,0.1065,2711527036,LEN
Blackrock Inc.,22320232,2021-09-29,0.0821,2090959333,LEN
"FMR, LLC",19110653,2021-09-29,0.0703,1790285973,LEN
"Aristotle Capital Management, LLC",14421418,2021-09-29,0.053,1350998438,LEN
State Street Corporation,12305464,2021-09-29,0.0453,1152775867,LEN
Manufacturers Life Insurance Co.,11112688,2021-09-29,0.0409,1041036611,LEN
"Sanders Capital, Llc",10483157,2021-09-29,0.038599999999999995,982062147,LEN
"Wellington Management Group, LLP",10104245,2021-09-29,0.037200000000000004,946565671,LEN
"Greenhaven Associates, Inc.",7002894,2021-09-29,0.0258,656031109,LEN
"Geode Capital Management, LLC",5168668,2021-09-29,0.019,484200818,LEN
