Holder,Shares,Date Reported,% Out,Value,ABV
State Farm Mutual Automobile Insurance Co,5826800,2021-09-29,0.1641,521848208,GATX
Blackrock Inc.,3974022,2021-09-29,0.1119,355913410,GATX
"Vanguard Group, Inc. (The)",3643969,2021-09-29,0.1026,326353863,GATX
Earnest Partners LLC,2544218,2021-09-29,0.0717,227860164,GATX
Dimensional Fund Advisors LP,2447910,2021-09-29,0.069,219234819,GATX
"Wellington Management Group, LLP",1949984,2021-09-29,0.054900000000000004,174640567,GATX
Gamco Investors Inc,1716413,2021-09-29,0.0483,153721948,GATX
"Gabelli Funds, LLC",1356250,2021-09-29,0.0382,121465750,GATX
State Street Corporation,1094489,2021-09-29,0.0308,98022434,GATX
"AllianceBernstein, L.P.",980236,2021-09-29,0.0276,87789936,GATX
