Holder,Shares,Date Reported,% Out,Value,ABV
"Casdin Capital, LLC",7566292,2021-09-29,0.1859,320205477,BLFS
Blackrock Inc.,4228452,2021-09-29,0.1039,178948088,BLFS
"Vanguard Group, Inc. (The)",2084802,2021-09-29,0.0512,88228820,BLFS
Geneva Capital Management LLC,1311129,2021-09-29,0.0322,55486979,BLFS
Marshall Wace LLP,1292244,2021-09-29,0.0318,54687766,BLFS
"Ameriprise Financial, Inc.",1043607,2021-09-29,0.0256,44165448,BLFS
State Street Corporation,1004331,2021-09-29,0.024700000000000003,42503287,BLFS
"Ranger Investment Management, LP",877902,2021-09-29,0.0216,37152812,BLFS
Invesco Ltd.,606560,2021-09-29,0.0149,25669619,BLFS
"Palisade Capital Management, L.L.C.",584301,2021-09-29,0.0144,24727618,BLFS
