Holder,Shares,Date Reported,% Out,Value,ABV
"WL Ross & Co, LLC",4950646,2021-09-29,0.0977,90200770,INSW
"Cyrus Capital Partners, L.p.",4029367,2021-09-29,0.0795,73415066,INSW
Smith (Donald) & Company Inc.,3525759,2021-09-29,0.0696,64239328,INSW
"Vanguard Group, Inc. (The)",3347006,2021-09-29,0.066,60982449,INSW
Blackrock Inc.,3164443,2021-09-29,0.062400000000000004,57656151,INSW
Price (T.Rowe) Associates Inc,2163873,2021-09-29,0.042699999999999995,39425766,INSW
Dimensional Fund Advisors LP,1665534,2021-09-29,0.0329,30346029,INSW
"ClearBridge Investments, LLC",1061822,2021-09-29,0.0209,19346396,INSW
Frontier Capital Management Company LLC,953566,2021-09-29,0.018799999999999997,17373972,INSW
State Street Corporation,918373,2021-09-29,0.0181,16732756,INSW
