Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",41718637,2021-09-29,0.0894,458905007,NRZ
Blackrock Inc.,28252036,2021-09-29,0.060599999999999994,310772396,NRZ
"FMR, LLC",16569468,2021-09-29,0.0355,182264148,NRZ
Michigan (State Of) Teachers Retirement System,8404734,2021-09-29,0.018000000000000002,92452074,NRZ
"Nan Shan Life Insurance Co., Ltd.",7870136,2021-09-29,0.0169,86571496,NRZ
State Street Corporation,7062436,2021-09-29,0.0151,77686796,NRZ
"Geode Capital Management, LLC",5910474,2021-09-29,0.0127,65015214,NRZ
Norges Bank Investment Management,5371087,2020-12-30,0.0115,53388604,NRZ
Lsv Asset Management,5251213,2021-09-29,0.0113,57763343,NRZ
"Charles Schwab Investment Management, Inc.",4010284,2021-09-29,0.0086,44113124,NRZ
