Holder,Shares,Date Reported,% Out,Value,ABV
"Nepsis, Inc.",2855617,2021-09-29,0.1249,14991989,ZEST
"Armistice Capital, LLC",1370839,2021-09-29,0.0599,7196904,ZEST
"Vanguard Group, Inc. (The)",1027396,2021-09-29,0.0449,5393829,ZEST
"Hexagon Capital Partners, LLC",344601,2021-09-29,0.0151,1809155,ZEST
Millennium Management LLC,189830,2021-09-29,0.0083,996607,ZEST
"Advisor Group, Inc.",156156,2021-09-29,0.0068000000000000005,819819,ZEST
Hudson Portfolio Management Llc,154384,2021-09-29,0.0068000000000000005,810516,ZEST
"Pacific Capital Wealth Advisors, Inc.",109366,2021-09-29,0.0048,574171,ZEST
Stephens Inc. (Stephens Capital Management),98100,2021-09-29,0.0043,515025,ZEST
Sowell Financial Services LLC,94505,2021-09-29,0.0040999999999999995,496151,ZEST
