Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",38919697,2021-09-29,0.09759999999999999,4538815064,INFO
Blackrock Inc.,27013117,2021-09-29,0.0677,3150269704,INFO
State Street Corporation,15493469,2021-09-29,0.0388,1806848354,INFO
Canada Pension Plan Investment Board,14631949,2021-09-29,0.036699999999999997,1706377892,INFO
"Wellington Management Group, LLP",12244269,2021-09-29,0.030699999999999998,1427926650,INFO
"FMR, LLC",10555842,2021-09-29,0.0265,1231022294,INFO
Pentwater Capital Management Lp,8630000,2021-09-29,0.0216,1006430600,INFO
"ClearBridge Investments, LLC",8372435,2021-09-29,0.021,976393369,INFO
Artisan Partners Limited Partnership,7516185,2021-09-29,0.018799999999999997,876537494,INFO
Temasek Holdings (Private) Limited,7309869,2021-09-29,0.0183,852476922,INFO
