Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1333175,2021-09-29,0.0933,54380208,FC
"Pembroke Management, LTD",800258,2021-09-29,0.055999999999999994,32642523,FC
"Vanguard Group, Inc. (The)",613331,2021-09-29,0.0429,25017771,FC
Dimensional Fund Advisors LP,539105,2021-09-29,0.0377,21990092,FC
"Punch & Associates Investment Management, Inc.",500731,2021-09-29,0.035,20424817,FC
"FMR, LLC",404453,2021-09-29,0.028300000000000002,16497637,FC
"Rice, Hall, James & Associates",352547,2021-09-29,0.024700000000000003,14380392,FC
Bank of America Corporation,235585,2021-09-29,0.0165,9609512,FC
"Federated Hermes, Inc.",225191,2021-09-29,0.0158,9185540,FC
State Street Corporation,212183,2021-09-29,0.0148,8654944,FC
