Holder,Shares,Date Reported,% Out,Value,ABV
"Commonwealth Equity Services, LLC",285040,2021-09-29,0.0084,3905048,PMO
"Kestra Advisory Services, LLC",265424,2021-09-29,0.0078000000000000005,3636308,PMO
Bank of America Corporation,251948,2021-09-29,0.0074,3451687,PMO
Invesco Ltd.,249811,2021-09-29,0.0073,3422410,PMO
Morgan Stanley,202439,2021-09-29,0.0059,2773414,PMO
"Raymond James & Associates, Inc.",187970,2021-09-29,0.0055000000000000005,2575189,PMO
UBS Group AG,162158,2021-09-29,0.0048,2221564,PMO
First Source Bank,148858,2021-09-29,0.0044,2039354,PMO
"Capital Investment Advisors, LLC",141214,2021-09-29,0.0040999999999999995,1934631,PMO
"Advisor Group, Inc.",130246,2021-09-29,0.0038,1784370,PMO
