Holder,Shares,Date Reported,% Out,Value,ABV
"Long Pond Capital, LP",4681873,2021-09-29,0.0942,87223293,FOR
"Vanguard Group, Inc. (The)",2486001,2021-09-29,0.05,46314198,FOR
Blackrock Inc.,1750748,2021-09-29,0.0352,32616435,FOR
Dimensional Fund Advisors LP,829611,2021-12-30,0.0167,18044039,FOR
Carlson Capital. L.P.,526197,2021-09-29,0.0106,9803050,FOR
Heartland Advisors Inc.,411800,2021-12-30,0.0083,8956650,FOR
"Geode Capital Management, LLC",397885,2021-09-29,0.008,7412597,FOR
State Street Corporation,317869,2021-09-29,0.0064,5921899,FOR
"Maltese Capital Management, LLC",317000,2021-09-29,0.0064,5905710,FOR
Morgan Stanley,294366,2021-09-29,0.0059,5484038,FOR
