Holder,Shares,Date Reported,% Out,Value,ABV
"Susquehanna International Group, LLP",483884,2021-09-29,0.0019,239522,TRX
"Guild Investment Management, Inc.",350000,2021-09-29,0.0014000000000000002,173250,TRX
Bank of Montreal/Can/,277500,2021-09-29,0.0011,137362,TRX
Madden Securities Corp,274100,2021-09-29,0.0011,135679,TRX
"HighTower Advisors, LLC",247500,2021-09-29,0.001,122512,TRX
First Foundation Advisors,117371,2021-09-29,0.0005,58098,TRX
"Financial Sense Advisors, Inc.",115492,2021-09-29,0.0005,57168,TRX
"Advisor Group, Inc.",91700,2021-09-29,0.0004,45391,TRX
"Bedel Financial Consulting, Inc.",61000,2021-09-29,0.0002,30195,TRX
LPL Financial LLC,46032,2021-09-29,0.0002,22785,TRX
