Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,50250413,2021-09-29,0.056600000000000004,408033353,GFI
Blackrock Inc.,21832929,2021-09-29,0.0246,177283383,GFI
Price (T.Rowe) Associates Inc,16151943,2021-09-29,0.0182,131153777,GFI
Dimensional Fund Advisors LP,15046721,2021-09-29,0.0169,122179374,GFI
Invesco Ltd.,10709530,2021-09-29,0.0121,86961383,GFI
RWC Asset Advisors (US) LLC,9940037,2021-09-29,0.011200000000000002,80713100,GFI
"Wellington Management Group, LLP",9862130,2021-09-29,0.0111,80080495,GFI
Massachusetts Financial Services Co.,9325024,2021-09-29,0.0105,75719194,GFI
Smith (Donald) & Company Inc.,8948692,2021-09-29,0.0101,72663379,GFI
Mackenzie Financial Corporation,8577461,2021-09-29,0.0097,69648983,GFI
