Holder,Shares,Date Reported,% Out,Value,ABV
SECURITY BENEFIT LIFE INSURANCE CO,1980000,2021-09-29,0.099,19800000,PFTAU
Healthcare of Ontario Pension Plan Trust Fund,1879800,2021-09-29,0.094,18798000,PFTAU
"K2 Principal Fund, L.P.",1600000,2021-09-29,0.08,16000000,PFTAU
Periscope Capital Inc.,1300400,2021-09-29,0.065,13004000,PFTAU
Sage Rock Capital Management LP,735500,2021-09-29,0.0368,7355000,PFTAU
Millennium Management LLC,696000,2021-09-29,0.0348,6960000,PFTAU
Kepos Capital Lp,496166,2021-09-29,0.0248,4961660,PFTAU
Magnetar Financial LLC,456000,2021-09-29,0.022799999999999997,4560000,PFTAU
Picton Mahoney Asset Management,450000,2021-09-29,0.0225,4500000,PFTAU
Calamos Advisors LLC,432281,2021-09-29,0.0216,4322810,PFTAU
