Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3188451,2021-09-29,0.1547,277777851,NPO
"Vanguard Group, Inc. (The)",2183792,2021-09-29,0.106,190251959,NPO
Dimensional Fund Advisors LP,1225132,2021-09-29,0.059500000000000004,106733499,NPO
Gamco Investors Inc,1124706,2021-09-29,0.0546,97984386,NPO
Capital International Investors,830134,2021-09-29,0.0403,72321274,NPO
"Paradice Investment Management, LLC",690344,2021-09-29,0.0335,60142769,NPO
State Street Corporation,681076,2021-09-29,0.0331,59335341,NPO
"Hotchkis & Wiley Capital Management, LLC",680998,2021-09-29,0.0331,59328545,NPO
Invesco Ltd.,571014,2021-09-29,0.0277,49746739,NPO
"American Century Companies, Inc.",499850,2021-09-29,0.024300000000000002,43546932,NPO
