Holder,Shares,Date Reported,% Out,Value,ABV
"Suvretta Capital Management, LLC",3285000,2021-09-29,0.076,8508150,IFRX
Orbimed Advisors LLC.,1064118,2021-09-29,0.0246,2756065,IFRX
Morgan Stanley,722975,2021-09-29,0.0167,1872505,IFRX
"Ikarian Capital, LLC",631048,2021-09-29,0.0146,1634414,IFRX
"DAFNA Capital Management, LLC",600000,2021-09-29,0.0139,1554000,IFRX
Great Point Partners LLC,551918,2021-09-29,0.0128,1429467,IFRX
"Laurion Capital Management, LP",500000,2021-09-29,0.0116,1295000,IFRX
Kingdon Capital Management LLC,400000,2021-09-29,0.009300000000000001,1036000,IFRX
"FNY Investment Advisers, LLC",318000,2021-09-29,0.0074,823620,IFRX
"Bank Julius Baer & Co. Ltd, Zurich",197607,2021-09-29,0.0046,511802,IFRX
