Holder,Shares,Date Reported,% Out,Value,ABV
Folketrygdfondet,10429890,2021-09-29,0.0528,97728069,FRO
Blackrock Inc.,6409545,2021-09-29,0.032400000000000005,60057436,FRO
"Vanguard Group, Inc. (The)",3459658,2021-09-29,0.0175,32416995,FRO
Northern Trust Corporation,1750455,2021-09-29,0.0089,16401763,FRO
State Street Corporation,1692958,2021-09-29,0.0086,15863016,FRO
JP Morgan Chase & Company,1499886,2021-09-29,0.0076,14053931,FRO
"Geode Capital Management, LLC",961069,2021-09-29,0.0049,9005216,FRO
Marshall Wace LLP,837795,2021-09-29,0.0042,7850139,FRO
"Goldman Sachs Group, Inc.",801602,2021-09-29,0.0040999999999999995,7511010,FRO
Millennium Management LLC,744770,2021-09-29,0.0038,6978494,FRO
