Holder,Shares,Date Reported,% Out,Value,ABV
Beryl Capital Management LLC,1728298,2021-09-29,0.0626,17507658,TINV
Athos Capital Ltd,1237600,2021-09-29,0.044800000000000006,12536888,TINV
Farallon Capital Management Llc,1080000,2021-09-29,0.0391,10940400,TINV
Public Sector Pension Investment Board,1000000,2021-09-29,0.0362,10130000,TINV
"Shaw D.E. & Co., Inc.",704028,2021-09-29,0.0255,7131803,TINV
Millennium Management LLC,651087,2021-09-29,0.0236,6595511,TINV
"FNY Investment Advisers, LLC",558267,2021-09-29,0.0202,5655244,TINV
Nine Masts Capital Ltd.,539583,2021-09-29,0.0196,5465975,TINV
Sculptor Capital Lp,518979,2021-09-29,0.018799999999999997,5257257,TINV
Citadel Advisors LLC,453085,2021-09-29,0.016399999999999998,4589751,TINV
