Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,1289791,2021-09-29,0.0516,12897910,HCNEU
"TOMS Capital Investment Management, LP",1000000,2021-09-29,0.04,10000000,HCNEU
"Third Point, LLC",992739,2021-09-29,0.0397,9927390,HCNEU
Citadel Advisors LLC,966346,2021-09-29,0.0387,9663460,HCNEU
Blackstone Inc,800000,2021-09-29,0.032,8000000,HCNEU
Healthcare of Ontario Pension Plan Trust Fund,800000,2021-09-29,0.032,8000000,HCNEU
Magnetar Financial LLC,500000,2021-09-29,0.02,5000000,HCNEU
Periscope Capital Inc.,450000,2021-09-29,0.018000000000000002,4500000,HCNEU
Kepos Capital Lp,435189,2021-09-29,0.0174,4351890,HCNEU
Sage Rock Capital Management LP,400000,2021-09-29,0.016,4000000,HCNEU
