Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,4128462,2021-09-29,0.16940000000000002,19114779,SMHI
Carlyle Group Inc.,1147989,2021-09-29,0.0471,5315189,SMHI
"Oppenheimer & Close, Inc.",921524,2021-09-29,0.0378,4266656,SMHI
Dimensional Fund Advisors LP,834134,2021-09-29,0.0342,3862040,SMHI
"Vanguard Group, Inc. (The)",824931,2021-09-29,0.0338,3819430,SMHI
Blackrock Inc.,417441,2021-09-29,0.0171,1932751,SMHI
"Private Management Group, Inc.",386155,2021-09-29,0.0158,1787897,SMHI
"Robotti, Robert E.",384213,2021-09-29,0.0158,1778906,SMHI
First Manhattan Company,360851,2021-09-29,0.0148,1670740,SMHI
"Semper Augustus Investments Group, LLC",260372,2021-09-29,0.010700000000000001,1205522,SMHI
