Holder,Shares,Date Reported,% Out,Value,ABV
Phoenix Holdings Ltd.,2611173,2021-09-29,0.1134,26111730,SLGL
Migdal Insurance & Financial Holdings Ltd.,1238636,2021-09-29,0.0538,12386360,SLGL
Harel Insurance Investments & Financial Services Ltd.,920333,2021-09-29,0.04,9203330,SLGL
Kingdon Capital Management LLC,832800,2021-09-29,0.0362,8328000,SLGL
"Raymond James Financial Services Advisors, Inc.",129011,2021-09-29,0.005600000000000001,1290110,SLGL
"Raymond James & Associates, Inc.",36608,2021-09-29,0.0016,366080,SLGL
Morgan Stanley,35835,2021-09-29,0.0016,358350,SLGL
Invesco Ltd.,25950,2021-09-29,0.0011,259500,SLGL
"Geode Capital Management, LLC",13406,2021-09-29,0.0006,134060,SLGL
"Susquehanna International Group, LLP",12587,2021-09-29,0.0005,125870,SLGL
