Holder,Shares,Date Reported,% Out,Value,ABV
Symphony Financial Ltd Co.,68496,2021-12-30,0.006,604819,MVO
"Susquehanna International Group, LLP",33369,2021-09-29,0.0029,289309,MVO
"Arrowstreet Capital, Limited Partnership",28422,2021-09-29,0.0025,246418,MVO
"Integrated Investment Consultants, LLC",20000,2021-12-30,0.0017000000000000001,176600,MVO
Janney Montgomery Scott LLC,17568,2021-09-29,0.0015,152314,MVO
"Cwm, Llc",17000,2021-06-29,0.0015,144160,MVO
Citadel Advisors LLC,15534,2021-09-29,0.0014000000000000002,134679,MVO
Sigma Planning Corp,10748,2021-09-29,0.0009,93185,MVO
Morgan Stanley,4375,2021-09-29,0.0004,37931,MVO
South State Corp.,4000,2021-09-29,0.0003,34680,MVO
