Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,581335,2021-09-29,0.0512,34891726,AMRK
"Philadelphia Financial Management Of San Francisco, Llc",444878,2021-09-29,0.0392,26701577,AMRK
"Vanguard Group, Inc. (The)",406160,2021-09-29,0.0358,24377723,AMRK
"American Century Companies, Inc.",405889,2021-09-29,0.0358,24361457,AMRK
"Federated Hermes, Inc.",381098,2021-09-29,0.0336,22873501,AMRK
Dimensional Fund Advisors LP,298473,2021-09-29,0.0263,17914349,AMRK
"Jacobs Asset Management, L.L.C.",250000,2021-09-29,0.022000000000000002,15005000,AMRK
"Geode Capital Management, LLC",149799,2021-09-29,0.0132,8990935,AMRK
State Street Corporation,145782,2021-09-29,0.0128,8749835,AMRK
Wasatch Advisors Inc,145355,2021-09-29,0.0128,8724207,AMRK
