Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,12356747,2021-09-29,0.156,209446861,HSC
"Vanguard Group, Inc. (The)",8371603,2021-09-29,0.1057,141898670,HSC
"Channing Capital Management, LLC",3124685,2021-09-29,0.0395,52963410,HSC
"Aristotle Capital Boston, LLC",2896006,2021-09-29,0.0366,49087301,HSC
"Neuberger Berman Group, LLC",2809763,2021-09-29,0.0355,47625482,HSC
Jennison Associates LLC,2734868,2021-09-29,0.0345,46356012,HSC
"River Road Asset Management, LLC",2709559,2021-09-29,0.0342,45927025,HSC
"Barrow, Hanley Mewhinney & Strauss, LLC",2687469,2021-09-29,0.0339,45552599,HSC
State Street Corporation,2650742,2021-09-29,0.0335,44930076,HSC
"Silvercrest Asset Management Group, LLC",2570827,2021-09-29,0.0325,43575517,HSC
