Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10464431,2021-09-29,0.16570000000000001,351814170,INT
"Vanguard Group, Inc. (The)",6715223,2021-09-29,0.1063,225765797,INT
Dimensional Fund Advisors LP,4607678,2021-09-29,0.0729,154910134,INT
"River Road Asset Management, LLC",3126459,2021-09-29,0.0495,105111551,INT
State Street Corporation,2830948,2021-09-29,0.044800000000000006,95176471,INT
Boston Partners,2194223,2021-09-29,0.0347,73769777,INT
Janus Henderson Group PLC,1728079,2021-09-29,0.0274,58098015,INT
"FMR, LLC",1528198,2021-09-29,0.0242,51378016,INT
Bank of Montreal/Can/,1460428,2021-09-29,0.0231,49099589,INT
Lsv Asset Management,1398633,2021-09-29,0.022099999999999998,47022041,INT
