Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2239219,2021-09-29,0.1381,79290744,FRG
Hood River Capital Management LLC,1624924,2021-09-29,0.1002,57538558,FRG
"B. Riley Financial, Inc.",1419294,2021-09-29,0.0875,50257200,FRG
"Vanguard Group, Inc. (The)",1368679,2021-09-29,0.08439999999999999,48464923,FRG
Wells Fargo & Company,1042519,2021-09-29,0.0643,36915597,FRG
Ophir Asset Management Pty Ltd,853169,2021-09-29,0.0526,30210714,FRG
"Punch & Associates Investment Management, Inc.",832613,2021-09-29,0.051399999999999994,29482826,FRG
American Financial Group Inc.,686115,2021-09-29,0.042300000000000004,24295332,FRG
Cannell Capital LLC,658607,2021-09-29,0.0406,23321273,FRG
State Street Corporation,613260,2021-09-29,0.0378,21715536,FRG
