Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3146306,2021-09-29,0.17379999999999998,591127971,GPI
"Vanguard Group, Inc. (The)",1894220,2021-09-29,0.10460000000000001,355886053,GPI
Dimensional Fund Advisors LP,1378105,2021-09-29,0.0761,258918367,GPI
"Eminence Capital, LP",930897,2021-09-29,0.051399999999999994,174896928,GPI
"Franklin Resources, Inc.",675486,2021-09-29,0.0373,126910309,GPI
State Street Corporation,671238,2021-09-29,0.0371,126112195,GPI
Manufacturers Life Insurance Co.,576168,2021-09-29,0.0318,108250443,GPI
Lsv Asset Management,503887,2021-09-29,0.0278,94670289,GPI
Macquarie Group Limited,456428,2021-09-29,0.0252,85753692,GPI
"Goldman Sachs Group, Inc.",407173,2021-09-29,0.0225,76499663,GPI
