Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,800795,2021-09-29,0.032,7951894,LCAAU
Magnetar Financial LLC,523405,2021-09-29,0.0209,5197411,LCAAU
Citadel Advisors LLC,508813,2021-09-29,0.0204,5052513,LCAAU
Glazer Capital LLC,430621,2021-09-29,0.0172,4276066,LCAAU
Sage Rock Capital Management LP,382500,2021-09-29,0.015300000000000001,3798225,LCAAU
"Jane Street Group, LLC",365719,2021-09-29,0.0146,3631589,LCAAU
"Silver Rock Financial, LP",328453,2021-09-29,0.0131,3261538,LCAAU
Periscope Capital Inc.,316920,2021-09-29,0.0127,3147015,LCAAU
Healthcare of Ontario Pension Plan Trust Fund,282400,2021-09-29,0.0113,2804232,LCAAU
HGC Investment Management Inc.,250000,2021-09-29,0.01,2482500,LCAAU
