Holder,Shares,Date Reported,% Out,Value,ABV
Medicxi Ventures Management (Jersey) Ltd,17923892,2021-09-29,0.19940000000000002,299328996,CNTA
"General Atlantic, L.P.",9681818,2021-09-29,0.10769999999999999,161686360,CNTA
Janus Henderson Group PLC,5607302,2021-09-29,0.062400000000000004,93641943,CNTA
"Vida Ventures Advisors, LLC",3931818,2021-09-29,0.0437,65661360,CNTA
"RA Capital Management, L.P.",3577094,2021-09-29,0.0398,59737469,CNTA
Price (T.Rowe) Associates Inc,2017873,2021-09-29,0.022400000000000003,33698479,CNTA
"Cormorant Asset Management, LP",1727273,2021-09-29,0.0192,28845459,CNTA
"Samsara BioCapital, LLC",1537533,2021-09-29,0.0171,25676801,CNTA
"Boxer Capital, LLC",1334227,2021-09-29,0.0148,22281590,CNTA
"Baker Brothers Advisors, LLC",1127273,2021-09-29,0.0125,18825459,CNTA
