Holder,Shares,Date Reported,% Out,Value,ABV
"Angelo, Gordon & Company, L.P.",600000,2021-09-29,0.024,6240000,EJFAU
"Silver Rock Financial, LP",429252,2021-09-29,0.0172,4464220,EJFAU
"Cowen and Company, LLC",415058,2021-09-29,0.0166,4316603,EJFAU
Millennium Management LLC,237836,2021-09-29,0.0095,2473494,EJFAU
VR Advisory Services Ltd,200000,2021-09-29,0.008,2080000,EJFAU
Healthcare of Ontario Pension Plan Trust Fund,200000,2021-09-29,0.008,2080000,EJFAU
"Jane Street Group, LLC",176316,2021-09-29,0.0070999999999999995,1833686,EJFAU
Calamos Advisors LLC,175000,2021-09-29,0.006999999999999999,1820000,EJFAU
"Interval Partners, LLC",160521,2021-09-29,0.0064,1669418,EJFAU
Gillson Capital LP,112518,2021-09-29,0.0045000000000000005,1170187,EJFAU
