Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",530269,2021-12-30,0.0276,14730872,DFP
LPL Financial LLC,217154,2021-12-30,0.0113,6032538,DFP
"Raymond James Financial Services Advisors, Inc.",184089,2021-12-30,0.0096,5113992,DFP
Invesco Ltd.,176679,2021-12-30,0.0092,4908142,DFP
Oxbow Advisors,146824,2021-12-30,0.0076,4078770,DFP
1776 WEALTH LLC,131318,2021-12-30,0.0068000000000000005,3648014,DFP
Cohen & Steers Inc.,103841,2021-12-30,0.0054,2884702,DFP
"Private Advisor Group, LLC",90516,2021-12-30,0.004699999999999999,2514534,DFP
Morgan Stanley,79130,2021-12-30,0.0040999999999999995,2198231,DFP
"Ameriprise Financial, Inc.",77545,2021-12-30,0.004,2154200,DFP
