Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5681685,2021-09-29,0.0617,15965534,DS
Price (T.Rowe) Associates Inc,5595991,2021-09-29,0.0608,15724734,DS
Schroder Investment Management Group,4877093,2021-09-29,0.053,13704631,DS
"Vanguard Group, Inc. (The)",4395881,2021-09-29,0.04769999999999999,12352425,DS
"American Assets Capital Advisers, Llc",4035918,2021-09-29,0.0438,11340929,DS
"Lansing Management, LP",2672938,2021-09-29,0.028999999999999998,7510955,DS
"Broad Run Investment Management, LLC",1658637,2021-09-29,0.018000000000000002,4660769,DS
State Street Corporation,1321124,2021-09-29,0.0143,3712358,DS
"Geode Capital Management, LLC",1273966,2021-09-29,0.0138,3579844,DS
"K2 Principal Fund, L.P.",1268462,2021-09-29,0.0138,3564378,DS
