Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1511629,2021-09-29,0.09029999999999999,49611663,ANIP
"Vanguard Group, Inc. (The)",644814,2021-09-29,0.0385,21162795,ANIP
"Thompson, Siegel & Walmsley LLC",450504,2021-09-29,0.0269,14785541,ANIP
State Street Corporation,411020,2021-09-29,0.0246,13489676,ANIP
Dimensional Fund Advisors LP,378216,2021-09-29,0.0226,12413049,ANIP
"William Blair Investment Management, LLC",374106,2021-09-29,0.0223,12278158,ANIP
First Wilshire Securities Management Inc,333686,2021-09-29,0.0199,10951574,ANIP
"Goldman Sachs Group, Inc.",311262,2021-09-29,0.018600000000000002,10215618,ANIP
"Federated Hermes, Inc.",276855,2021-09-29,0.0165,9086381,ANIP
"Ameriprise Financial, Inc.",273945,2021-09-29,0.016399999999999998,8990874,ANIP
