Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,12286154,2021-09-29,0.0608,20395015,AMPE
"Vanguard Group, Inc. (The)",9250467,2021-09-29,0.0458,15355775,AMPE
State Street Corporation,3429991,2021-09-29,0.017,5693785,AMPE
"Geode Capital Management, LLC",3112761,2021-09-29,0.0154,5167183,AMPE
"Willis Investment Counsel, Inc.",2031840,2021-09-29,0.0101,3372854,AMPE
Northern Trust Corporation,1794161,2021-09-29,0.0089,2978307,AMPE
"CVA Family Office, LLC",1137920,2021-12-30,0.005600000000000001,648614,AMPE
"Western Wealth Management, LLC",1013450,2021-06-29,0.005,1692461,AMPE
Private Capital Management LLC,937237,2021-12-30,0.0046,534225,AMPE
"Bridgeway Capital Management, Inc.",896800,2021-09-29,0.0044,1488688,AMPE
