Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,35525955,2021-09-29,0.1082,1331512793,FTCH
Morgan Stanley,31387401,2021-09-29,0.0956,1176399789,FTCH
Lone Pine Capital Llc,22945132,2021-09-29,0.0699,859983547,FTCH
Invesco Ltd.,19626659,2021-09-29,0.059800000000000006,735607179,FTCH
Baillie Gifford and Company,15016724,2021-09-29,0.045700000000000005,562826815,FTCH
"D1 Capital Partners, LP",14274781,2021-09-29,0.0435,535018791,FTCH
"FMR, LLC",13658146,2021-09-29,0.0416,511907312,FTCH
Artisan Partners Limited Partnership,12302785,2021-09-29,0.0375,461108381,FTCH
"Viking Global Investors, L.P.",11538035,2021-09-29,0.0352,432445551,FTCH
Blackrock Inc.,9390091,2021-09-29,0.0286,351940610,FTCH
