Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6259266,2021-09-29,0.09630000000000001,131507178,GES
"Vanguard Group, Inc. (The)",4266807,2021-09-29,0.06570000000000001,89645615,GES
Dimensional Fund Advisors LP,4012314,2021-09-29,0.061799999999999994,84298717,GES
"FMR, LLC",3308423,2021-09-29,0.0509,69509967,GES
State Street Corporation,1698119,2021-09-29,0.026099999999999998,35677480,GES
Deutsche Bank Aktiengesellschaft,1508460,2021-09-29,0.0232,31692744,GES
Bank Of New York Mellon Corporation,1317713,2021-09-29,0.0203,27685150,GES
"J. Goldman & Co., L.P.",974204,2021-09-29,0.015,20468026,GES
Victory Capital Management Inc.,913605,2021-09-29,0.0141,19194841,GES
"Point72 Asset Management, L.P.",846495,2021-09-29,0.013000000000000001,17784859,GES
