Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",67020181,2021-09-29,0.154,5522462914,WELL
Blackrock Inc.,44086988,2021-09-29,0.1013,3632767811,WELL
Cohen & Steers Inc.,27789044,2021-09-29,0.0638,2289817225,WELL
State Street Corporation,25049825,2021-09-29,0.0575,2064105580,WELL
Price (T.Rowe) Associates Inc,19663852,2021-09-29,0.0452,1620301404,WELL
"FMR, LLC",11839824,2021-09-29,0.027200000000000002,975601497,WELL
"Geode Capital Management, LLC",8711415,2021-09-29,0.02,717820596,WELL
Invesco Ltd.,8423903,2021-09-29,0.0194,694129607,WELL
Northern Trust Corporation,6816632,2021-09-29,0.015700000000000002,561690476,WELL
Resolution Capital Ltd,6697347,2021-09-29,0.0154,551861392,WELL
