Date,Firm,To Grade,From Grade,Action,ABV
2014-04-14,Nomura,Buy,,init,AKBA
2014-04-14,Credit Suisse,Outperform,,init,AKBA
2014-04-14,Morgan Stanley,Overweight,,init,AKBA
2014-04-14,UBS,Buy,,init,AKBA
2014-04-14,UBS,Buy,,main,AKBA
2015-05-11,Needham,Buy,,init,AKBA
2015-05-14,Brean Capital,Buy,,init,AKBA
2015-06-22,JMP Securities,Outperform,,init,AKBA
2015-08-13,Morgan Stanley,Equal-Weight,,init,AKBA
2015-09-09,Morgan Stanley,Overweight,Equal-Weight,up,AKBA
2015-09-09,Brean Capital,Buy,,main,AKBA
2015-12-07,H.C. Wainwright,Buy,,init,AKBA
2016-01-20,Credit Suisse,Neutral,,init,AKBA
2016-03-09,JMP Securities,Market Outperform,,main,AKBA
2016-03-15,H.C. Wainwright,Buy,,main,AKBA
2016-11-15,Aegis Capital,Buy,,init,AKBA
2017-09-15,RBC Capital,Sector Perform,,init,AKBA
2017-10-05,Mizuho,Buy,,init,AKBA
2017-12-07,BTIG Research,Buy,,init,AKBA
2017-12-18,PiperJaffray,Overweight,,init,AKBA
2018-08-14,Raymond James,Outperform,,init,AKBA
2019-03-20,Citigroup,Neutral,,init,AKBA
2019-05-02,JP Morgan,Overweight,,init,AKBA
2019-08-06,H.C. Wainwright,Buy,,main,AKBA
2019-11-18,H.C. Wainwright,Buy,,main,AKBA
2020-02-20,JP Morgan,Overweight,,main,AKBA
2020-03-11,Mizuho,Buy,,reit,AKBA
2020-05-05,Needham,Buy,,main,AKBA
2020-05-06,Mizuho,Buy,,main,AKBA
2020-05-06,Morgan Stanley,Equal-Weight,,main,AKBA
2020-05-06,JP Morgan,Overweight,,main,AKBA
2020-05-06,H.C. Wainwright,Buy,,main,AKBA
2020-09-04,HC Wainwright & Co.,Buy,,main,AKBA
2020-09-04,BTIG,Buy,,main,AKBA
2020-09-04,Morgan Stanley,Equal-Weight,,main,AKBA
2020-10-26,HC Wainwright & Co.,Buy,,main,AKBA
2021-01-29,JP Morgan,Underweight,Neutral,down,AKBA
2021-03-08,HC Wainwright & Co.,Buy,,main,AKBA
2021-03-08,Cantor Fitzgerald,Overweight,,init,AKBA
2021-11-11,HC Wainwright & Co.,Buy,,main,AKBA
