Date,Firm,To Grade,From Grade,Action,ABV
2012-08-27,William Blair,Outperform,,init,GMED
2012-08-28,Bank of America,Buy,,init,GMED
2012-08-28,Canaccord Genuity,Buy,,init,GMED
2012-08-28,Oppenheimer,Outperform,,init,GMED
2012-09-28,Oppenheimer,Outperform,,main,GMED
2012-10-01,PiperJaffray,Overweight,,main,GMED
2012-10-04,Goldman Sachs,Buy,,main,GMED
2012-12-14,Canaccord Genuity,Buy,,main,GMED
2013-05-13,Sidoti & Co.,Buy,,init,GMED
2013-05-17,Wallachbeth,Buy,,init,GMED
2013-06-24,Oppenheimer,Outperform,,main,GMED
2013-10-14,Goldman Sachs,Neutral,Buy,down,GMED
2014-02-27,Wallachbeth,Hold,Buy,down,GMED
2014-04-30,Canaccord Genuity,Buy,,main,GMED
2014-08-06,Wallachbeth,Buy,Hold,up,GMED
2014-08-06,Oppenheimer,Outperform,,main,GMED
2014-08-06,Canaccord Genuity,Buy,,main,GMED
2014-08-19,Gabelli & Co.,Buy,,init,GMED
2014-10-31,Canaccord Genuity,Buy,,main,GMED
2014-11-10,Brean Capital,Buy,,init,GMED
2014-11-11,Bank of America,Buy,,main,GMED
2014-11-11,Brean Capital,Buy,,init,GMED
2015-01-07,JMP Securities,Market Outperform,,main,GMED
2015-01-07,PiperJaffray,Overweight,,init,GMED
2015-02-27,Leerink Swann,Outperform,,main,GMED
2015-04-15,Wells Fargo,Outperform,,init,GMED
2015-07-31,Leerink Swann,Outperform,,main,GMED
2015-09-14,Morgan Stanley,Overweight,,init,GMED
2015-09-25,Morgan Stanley,Overweight,,init,GMED
2015-10-19,Leerink Swann,Outperform,,main,GMED
2016-01-08,Bank of America,Underperform,Buy,down,GMED
2016-05-16,Goldman Sachs,Sell,Neutral,down,GMED
2016-05-27,Barclays,Equal-Weight,,init,GMED
2016-07-27,Barclays,Equal-Weight,,main,GMED
2016-07-27,Wells Fargo,Market Perform,Outperform,down,GMED
2016-07-27,Leerink Swann,Market Perform,Outperform,down,GMED
2016-07-28,Morgan Stanley,Equal-Weight,,main,GMED
2016-11-09,William Blair,Market Perform,Outperform,down,GMED
2016-11-09,Oppenheimer,Perform,Outperform,down,GMED
2016-11-09,JMP Securities,Market Perform,Market Outperform,down,GMED
2016-11-30,Aegis Capital,Buy,,init,GMED
2017-04-12,Leerink Swann,Outperform,Market Perform,up,GMED
2017-04-24,Barclays,Underweight,Equal-Weight,down,GMED
2017-05-04,Canaccord Genuity,Buy,Hold,up,GMED
2017-07-10,Morgan Stanley,Equal-Weight,,main,GMED
2017-08-03,Barclays,Underweight,,main,GMED
2017-09-07,BTIG Research,Buy,,init,GMED
2017-10-19,Barclays,Underweight,,main,GMED
2017-11-09,Barclays,Underweight,,main,GMED
2017-11-10,Bank of America,Neutral,Underperform,up,GMED
2017-12-04,Wells Fargo,Outperform,Market Perform,up,GMED
2018-01-02,Morgan Stanley,Overweight,Equal-Weight,up,GMED
2018-02-22,Morgan Stanley,Overweight,Overweight,main,GMED
2018-03-28,Leerink Swann,Outperform,Outperform,main,GMED
2018-04-04,Needham,Buy,Hold,up,GMED
2018-04-16,BTIG Research,Neutral,Buy,down,GMED
2018-05-03,Morgan Stanley,Overweight,Overweight,main,GMED
2018-05-30,Leerink Swann,Outperform,Outperform,main,GMED
2018-06-01,Cantor Fitzgerald,Overweight,,init,GMED
2018-08-02,Morgan Stanley,Overweight,Overweight,main,GMED
2018-09-25,Morgan Stanley,Overweight,Overweight,main,GMED
2018-11-28,UBS,Neutral,,init,GMED
2018-12-17,Credit Suisse,Outperform,,init,GMED
2018-12-18,Credit Suisse,Outperform,,init,GMED
2019-01-02,Morgan Stanley,Equal-Weight,Overweight,down,GMED
2019-02-28,UBS,Buy,Neutral,up,GMED
2019-05-24,Wells Fargo,Market Perform,Outperform,down,GMED
2019-10-08,Wells Fargo,Market Perform,,main,GMED
2019-11-07,Cantor Fitzgerald,Overweight,,main,GMED
2019-11-07,Canaccord Genuity,Buy,,main,GMED
2019-11-07,Piper Jaffray,Overweight,,main,GMED
2019-11-08,Morgan Stanley,Equal-Weight,,main,GMED
2019-12-12,Wells Fargo,Overweight,Equal-Weight,up,GMED
2019-12-17,Morgan Stanley,Equal-Weight,,main,GMED
2019-12-18,UBS,Buy,,main,GMED
2020-01-08,SunTrust Robinson Humphrey,Buy,,init,GMED
2020-03-06,Credit Suisse,Outperform,,main,GMED
2020-03-18,BTIG,Buy,Neutral,up,GMED
2020-03-27,Morgan Stanley,Equal-Weight,,main,GMED
2020-04-06,Wells Fargo,Overweight,,main,GMED
2020-05-08,SVB Leerink,Outperform,,main,GMED
2020-05-08,Morgan Stanley,Equal-Weight,,main,GMED
2020-05-08,Needham,Buy,,main,GMED
2020-07-06,Piper Sandler,Neutral,Overweight,down,GMED
2020-08-06,Piper Sandler,Neutral,,main,GMED
2020-08-06,Canaccord Genuity,Buy,,main,GMED
2020-08-06,Credit Suisse,Outperform,,main,GMED
2020-08-06,Morgan Stanley,Equal-Weight,,main,GMED
2020-08-06,Needham,Buy,,main,GMED
2020-08-06,SVB Leerink,Outperform,,main,GMED
2020-08-06,Wells Fargo,Overweight,,main,GMED
2020-10-20,Stifel,Hold,,init,GMED
2020-12-08,Citigroup,Buy,,init,GMED
2020-12-15,Morgan Stanley,Equal-Weight,,main,GMED
2021-01-08,Credit Suisse,Outperform,,main,GMED
2021-02-18,Needham,Buy,,main,GMED
2021-02-19,Morgan Stanley,Equal-Weight,,main,GMED
2021-02-22,Morgan Stanley,Equal-Weight,,main,GMED
2021-05-05,Morgan Stanley,Equal-Weight,,main,GMED
2021-05-05,Needham,Buy,,main,GMED
2021-05-05,SVB Leerink,Outperform,,main,GMED
2021-05-05,Canaccord Genuity,Buy,,main,GMED
2021-08-05,Canaccord Genuity,Buy,,main,GMED
2021-08-05,Citigroup,Buy,,main,GMED
2021-08-05,Morgan Stanley,Equal-Weight,,main,GMED
2021-08-05,Credit Suisse,Outperform,,main,GMED
2021-08-05,SVB Leerink,Outperform,,main,GMED
2021-08-05,Needham,Buy,,main,GMED
2021-12-13,B of A Securities,Buy,Underperform,up,GMED
2022-01-04,Piper Sandler,Overweight,Neutral,up,GMED
